# use CTRL + F to search

Symbol: AGLD | Network: ERC20 | Withdrawal fee: 10.0
Symbol: CAIOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: REL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: REN | Network: ERC20 | Withdrawal fee: 148.0
Symbol: ELF | Network: ERC20 | Withdrawal fee: 77.0
Symbol: VALOR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ADA | Network: ADA | Withdrawal fee: 1.0
Symbol: INFD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BZRX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ADD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NESTA | Network: SOL | Withdrawal fee: 3780.0
Symbol: REV | Network: REV | Withdrawal fee: 5.0
Symbol: JOYSTREAM | Network: JOY | Withdrawal fee: 0.1
Symbol: ELI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PAXG | Network: ERC20 | Withdrawal fee: 0.00453251
Symbol: UDOO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ELT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LIFEX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ADP | Network: ERC20 | Withdrawal fee: 323.0
Symbol: ENRX | Network: SOL | Withdrawal fee: 0.0
Symbol: ADS | Network: ERC20 | Withdrawal fee: 31.0
Symbol: TRADE1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PAXW | Network: MATIC | Withdrawal fee: 20.0
Symbol: VNN | Network: ERC20 | Withdrawal fee: 30.0
Symbol: JASMY | Network: ERC20 | Withdrawal fee: 960.0
Symbol: POLIS | Network: SOL | Withdrawal fee: 8.0
Symbol: VNT | Network: VNT | Withdrawal fee: 0.0
Symbol: FACTR | Network: MATIC | Withdrawal fee: 6.0
Symbol: RFR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FLURRY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FIDA | Network: SOL | Withdrawal fee: 7.2
Symbol: VNX | Network: ERC20 | Withdrawal fee: 200.0
Symbol: TREEB | Network: FTM | Withdrawal fee: 3.0
Symbol: CRONA | Network: CRONOS | Withdrawal fee: 0.0
Symbol: EMP | Network: ERC20 | Withdrawal fee: 40.0
Symbol: VOC | Network: ERC20 | Withdrawal fee: 3000.0
Symbol: BOLLY | Network: MATIC | Withdrawal fee: 0.0
Symbol: BOLLY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VOX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ENJ | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CHNG | Network: FSN | Withdrawal fee: 10.0
Symbol: MEMAG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ENTR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: TAO1 | Network: NEAR | Withdrawal fee: 0.6
Symbol: ENS | Network: ERC20 | Withdrawal fee: 0.16
Symbol: LSTAR | Network: SOL | Withdrawal fee: 0.0
Symbol: SOLX | Network: SOL | Withdrawal fee: 1111.0
Symbol: CHAMP | Network: MATIC | Withdrawal fee: 5.0
Symbol: LOAN | Network: PROTON | Withdrawal fee: 0.0
Symbol: VPP | Network: ERC20 | Withdrawal fee: 1236.0
Symbol: SBTC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SOMM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: 2KEY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NDDS | Network: NONE | Withdrawal fee: 1.0
Symbol: AGI | Network: ERC20 | Withdrawal fee: 1.0
Symbol: TAMA | Network: ERC20 | Withdrawal fee: 844.0
Symbol: EOS | Network: EOS | Withdrawal fee: 0.1
Symbol: BITC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WTFABCDE | Network: NONE | Withdrawal fee: 0.0
Symbol: RIF | Network: RBTC | Withdrawal fee: 10.0
Symbol: AGV | Network: ERC20 | Withdrawal fee: 3438.0
Symbol: MIRL | Network: ERC20 | Withdrawal fee: 7907.0
Symbol: RIN | Network: SOL | Withdrawal fee: 9.5
Symbol: ENTC | Network: ERC20 | Withdrawal fee: 0.4778
Symbol: SOLO | Network: XRP | Withdrawal fee: 2.0
Symbol: RIO | Network: ALGO | Withdrawal fee: 3.0
Symbol: HBSV | Network: HECO | Withdrawal fee: 0.01
Symbol: NAO | Network: ERC20 | Withdrawal fee: 2486299980.0
Symbol: BEZOGE | Network: ERC20 | Withdrawal fee: 14443017817.0
Symbol: NAS | Network: NAS | Withdrawal fee: 2.0
Symbol: EPK | Network: ERC20 | Withdrawal fee: 492.0
Symbol: VRA | Network: ERC20 | Withdrawal fee: 1266.0
Symbol: NAX | Network: NAS | Withdrawal fee: 400.0
Symbol: MITX | Network: KLAY | Withdrawal fee: 55.0
Symbol: IXT | Network: MATIC | Withdrawal fee: 0.3
Symbol: IXS | Network: ERC20 | Withdrawal fee: 174.0
Symbol: ASKO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VRH | Network: ERC20 | Withdrawal fee: 6.0
Symbol: FEAR | Network: ERC20 | Withdrawal fee: 38.0
Symbol: FEAR | Network: MATIC | Withdrawal fee: 1.0
Symbol: MEME | Network: ERC20 | Withdrawal fee: 0.0
Symbol: STEEM | Network: STEEM | Withdrawal fee: 0.5
Symbol: GYFI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VRS | Network: KLAY | Withdrawal fee: 5.0
Symbol: GTCOIN | Network: KLAY | Withdrawal fee: 1.0
Symbol: AIC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: XELS | Network: ERC20 | Withdrawal fee: 12.0
Symbol: NBS | Network: NBS | Withdrawal fee: 10.0
Symbol: UMEE | Network: ERC20 | Withdrawal fee: 50.0
Symbol: UMEE | Network: OSMO | Withdrawal fee: 0.1
Symbol: UMEE | Network: UMEE | Withdrawal fee: 0.01
Symbol: RJV | Network: ERC20 | Withdrawal fee: 135.0
Symbol: INKC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NBT | Network: ERC20 | Withdrawal fee: 900.0
Symbol: EQL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BEND | Network: ERC20 | Withdrawal fee: 597.0
Symbol: KTON | Network: ERC20 | Withdrawal fee: 1.92
Symbol: NCLONX | Network: ETH | Withdrawal fee: 1.0
Symbol: STABLZ | Network: ERC20 | Withdrawal fee: 151.0
Symbol: PTROLD | Network: ERC20 | Withdrawal fee: 1.0
Symbol: XRPBULL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VSP | Network: ERC20 | Withdrawal fee: 0.4
Symbol: MELD | Network: ADA | Withdrawal fee: 50.0
Symbol: IZI | Network: ERC20 | Withdrawal fee: 658.0
Symbol: H3RO3S | Network: MATIC | Withdrawal fee: 50.0
Symbol: EHASH | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NCT | Network: ERC20 | Withdrawal fee: 727.0
Symbol: TARI | Network: KLAY | Withdrawal fee: 0.15
Symbol: TART | Network: FTM | Withdrawal fee: 0.0
Symbol: RLC | Network: ERC20 | Withdrawal fee: 3.99
Symbol: CROGE | Network: CRONOS | Withdrawal fee: 20.0
Symbol: XEND | Network: ERC20 | Withdrawal fee: 165.0
Symbol: TSUKA | Network: ERC20 | Withdrawal fee: 67.0
Symbol: FIL6 | Network: NONE | Withdrawal fee: 0.001
Symbol: TRTL | Network: TRTL | Withdrawal fee: 0.0
Symbol: NDF | Network: NONE | Withdrawal fee: 1.0
Symbol: ADAOX | Network: ALGO | Withdrawal fee: 1.0
Symbol: ESD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VRJAM | Network: MATIC | Withdrawal fee: 12.0
Symbol: HORD | Network: ERC20 | Withdrawal fee: 130.0
Symbol: ESH | Network: ERC20 | Withdrawal fee: 0.0
Symbol: TRU1 | Network: ERC20 | Withdrawal fee: 68.0
Symbol: RLY | Network: ERC20 | Withdrawal fee: 236.0
Symbol: SNTVT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NDX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ESS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CULT | Network: ERC20 | Withdrawal fee: 3053419.0
Symbol: HOPR | Network: ERC20 | Withdrawal fee: 182.0
Symbol: GLMR | Network: GLMR | Withdrawal fee: 1.0
Symbol: CHAIN | Network: MATIC | Withdrawal fee: 1.0
Symbol: CHAIN | Network: ERC20 | Withdrawal fee: 458.0
Symbol: ETC | Network: ETC | Withdrawal fee: 0.01
Symbol: BAGS | Network: HECO | Withdrawal fee: 0.0
Symbol: NEP | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ETH | Network: BOBA | Withdrawal fee: 0.001
Symbol: ETH | Network: OP | Withdrawal fee: 0.0004
Symbol: ETH | Network: SOL | Withdrawal fee: 0.0001
Symbol: ETH | Network: STARKNET | Withdrawal fee: 0.001
Symbol: ETH | Network: TRC20 | Withdrawal fee: 0.001
Symbol: NEO | Network: NEO | Withdrawal fee: 0.0
Symbol: NEO | Network: NEO3 | Withdrawal fee: 1.0
Symbol: ALD | Network: ERC20 | Withdrawal fee: 75.0
Symbol: KLAY | Network: KLAY | Withdrawal fee: 0.5
Symbol: TARA | Network: TARA | Withdrawal fee: 100.0
Symbol: ALF | Network: SOL | Withdrawal fee: 260.0
Symbol: CHRO | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: ALI | Network: ERC20 | Withdrawal fee: 189.0
Symbol: NEX | Network: NEO | Withdrawal fee: 0.6
Symbol: ETP | Network: ETP | Withdrawal fee: 0.01
Symbol: NEW | Network: NEW | Withdrawal fee: 20.0
Symbol: TRADE | Network: MATIC | Withdrawal fee: 1.0
Symbol: ALT | Network: APTOS | Withdrawal fee: 1.0
Symbol: VALUE | Network: ERC20 | Withdrawal fee: 50.0
Symbol: FUTURE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MVRS | Network: ERC20 | Withdrawal fee: 17906021.0
Symbol: VVS | Network: CRONOS | Withdrawal fee: 60000.0
Symbol: TRVL | Network: ERC20 | Withdrawal fee: 125.0
Symbol: AMB | Network: AMBROSUS | Withdrawal fee: 1.0
Symbol: AMD | Network: ERC20 | Withdrawal fee: 118641463137.0
Symbol: AME | Network: AME | Withdrawal fee: 500.0
Symbol: NFT | Network: TRC20 | Withdrawal fee: 820000.0
Symbol: NFT | Network: NONE | Withdrawal fee: 1.0
Symbol: EUL | Network: ETH | Withdrawal fee: 2.52
Symbol: NMEEBITS | Network: NONE | Withdrawal fee: 1.0
Symbol: MEOW | Network: ADA | Withdrawal fee: 0.0
Symbol: AMP | Network: ERC20 | Withdrawal fee: 1105.0
Symbol: BOTTO | Network: ERC20 | Withdrawal fee: 22.0
Symbol: AMT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: TRUE | Network: BEP2 | Withdrawal fee: 16.0
Symbol: NULS | Network: NULS | Withdrawal fee: 0.1
Symbol: ROG | Network: ERC20 | Withdrawal fee: 28.0
Symbol: ROL | Network: ERC20 | Withdrawal fee: 822.0
Symbol: RON | Network: RONIN | Withdrawal fee: 0.1
Symbol: EVA | Network: ERC20 | Withdrawal fee: 5071.0
Symbol: VIPER | Network: ONE | Withdrawal fee: 0.0
Symbol: ANA | Network: SOL | Withdrawal fee: 11.0
Symbol: EVE | Network: MATIC | Withdrawal fee: 3.5
Symbol: BEYOND | Network: ERC20 | Withdrawal fee: 1456.0
Symbol: ANC | Network: LUNC | Withdrawal fee: 0.5
Symbol: MONOX | Network: ERC20 | Withdrawal fee: 111.0
Symbol: VADER | Network: ERC20 | Withdrawal fee: 122570.0
Symbol: ROZ | Network: ERC20 | Withdrawal fee: 600.0
Symbol: ANJ | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ANK | Network: TRC20 | Withdrawal fee: 0.0
Symbol: SPELL | Network: ERC20 | Withdrawal fee: 6307.0
Symbol: MESA | Network: ERC20 | Withdrawal fee: 2215.0
Symbol: ZPAY | Network: EGLD | Withdrawal fee: 0.8
Symbol: RPC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ANT | Network: ERC20 | Withdrawal fee: 5.51
Symbol: SWASH | Network: ERC20 | Withdrawal fee: 222.0
Symbol: MESH | Network: MATIC | Withdrawal fee: 1.5
Symbol: ANV | Network: ERC20 | Withdrawal fee: 106.0
Symbol: VXL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ANY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: HGET | Network: ERC20 | Withdrawal fee: 0.0
Symbol: RPL | Network: ERC20 | Withdrawal fee: 0.2031
Symbol: EWC | Network: ERC20 | Withdrawal fee: 37.0
Symbol: MAKI | Network: HECO | Withdrawal fee: 0.0
Symbol: AOA | Network: ERC20 | Withdrawal fee: 700.0
Symbol: AZERO | Network: AZERO | Withdrawal fee: 0.001
Symbol: BAJU | Network: BAJUN | Withdrawal fee: 1.0
Symbol: Soul Swap | Network: FTM | Withdrawal fee: 13.0
Symbol: ALICE | Network: ERC20 | Withdrawal fee: 2.93
Symbol: SPIRIT | Network: FTM | Withdrawal fee: 5.5
Symbol: NHT | Network: ERC20 | Withdrawal fee: 24141.0
Symbol: NHT | Network: MATIC | Withdrawal fee: 180.0
Symbol: AOK | Network: AOK | Withdrawal fee: 2.0
Symbol: PREMIA | Network: ERC20 | Withdrawal fee: 6.0
Symbol: BETH | Network: ERC20 | Withdrawal fee: 0.007
Symbol: NIF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: EIDOS | Network: EOS | Withdrawal fee: 0.0
Symbol: JAB | Network: ERC20 | Withdrawal fee: 20.0
Symbol: LOCUS | Network: ERC20 | Withdrawal fee: 27.0
Symbol: BETA | Network: ERC20 | Withdrawal fee: 25.0
Symbol: EXD | Network: ERC20 | Withdrawal fee: 8.0
Symbol: EXC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ADAPAD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WSPP | Network: MATIC | Withdrawal fee: 1200.0
Symbol: NLWALK | Network: NONE | Withdrawal fee: 1.0
Symbol: APE | Network: ERC20 | Withdrawal fee: 1.24
Symbol: JAM | Network: HBAR | Withdrawal fee: 100.0
Symbol: API | Network: ERC20 | Withdrawal fee: 808.0
Symbol: APN | Network: ERC20 | Withdrawal fee: 4268.0
Symbol: B20 | Network: ERC20 | Withdrawal fee: 57.0
Symbol: APT | Network: APTOS | Withdrawal fee: 0.01
Symbol: SPARK | Network: XRP | Withdrawal fee: 0.0
Symbol: POPCORN | Network: ERC20 | Withdrawal fee: 6.0
Symbol: KTLYO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CLIFF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BLANKV2 | Network: ERC20 | Withdrawal fee: 90.0
Symbol: RAIDER | Network: MATIC | Withdrawal fee: 0.0
Symbol: RLTM | Network: ERC20 | Withdrawal fee: 179.0
Symbol: BNBBEAR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BETS | Network: MATIC | Withdrawal fee: 0.0
Symbol: B2M | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PLCUC | Network: PLCUC | Withdrawal fee: 0.0001
Symbol: TRYB | Network: ERC20 | Withdrawal fee: 166.0
Symbol: TRYB | Network: SOL | Withdrawal fee: 55.0
Symbol: AQT | Network: ERC20 | Withdrawal fee: 5.0
Symbol: SOVI | Network: HECO | Withdrawal fee: 0.0
Symbol: BAND | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ASTR | Network: ASTAR | Withdrawal fee: 7.0
Symbol: ASTR | Network: ASTAREVM | Withdrawal fee: 7.0
Symbol: NKN | Network: ERC20 | Withdrawal fee: 172.0
Symbol: RSR | Network: ERC20 | Withdrawal fee: 1309.0
Symbol: ARA | Network: ERC20 | Withdrawal fee: 4474.0
Symbol: ARB | Network: ERC20 | Withdrawal fee: 1.0
Symbol: ASTO | Network: ERC20 | Withdrawal fee: 104.0
Symbol: MALL | Network: SOL | Withdrawal fee: 0.0
Symbol: ARK | Network: ARK | Withdrawal fee: 0.2
Symbol: INTR | Network: INTR | Withdrawal fee: 50.0
Symbol: RADAR | Network: ERC20 | Withdrawal fee: 457.0
Symbol: LBTC | Network: LBTC | Withdrawal fee: 0.2
Symbol: ARW | Network: ERC20 | Withdrawal fee: 29.0
Symbol: RTK | Network: ERC20 | Withdrawal fee: 0.0
Symbol: QRDO | Network: ERC20 | Withdrawal fee: 15.0
Symbol: FreeRossDAO | Network: ERC20 | Withdrawal fee: 55159.0
Symbol: BASV2 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WBTC | Network: ERC20 | Withdrawal fee: 0.00020673
Symbol: ASD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SMILE | Network: ALGO | Withdrawal fee: 2600.0
Symbol: FIRO | Network: XZC | Withdrawal fee: 0.2
Symbol: EFOR | Network: EOS | Withdrawal fee: 0.0
Symbol: MANA | Network: ERC20 | Withdrawal fee: 10.0
Symbol: INST | Network: ERC20 | Withdrawal fee: 10.0
Symbol: RUFF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: RUG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: RUN | Network: SOL | Withdrawal fee: 515.0
Symbol: MANC | Network: ERC20 | Withdrawal fee: 3.0
Symbol: STAK | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PEPES | Network: ERC20 | Withdrawal fee: 63628.0
Symbol: MEETONE | Network: EOS | Withdrawal fee: 1000.0
Symbol: TFBX | Network: ERC20 | Withdrawal fee: 12379.0
Symbol: TFBX | Network: CELO | Withdrawal fee: 1.0
Symbol: OPEN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ATC | Network: ERC20 | Withdrawal fee: 736.0
Symbol: NMR | Network: ERC20 | Withdrawal fee: 0.5622
Symbol: STAT | Network: ERC20 | Withdrawal fee: 49.0
Symbol: NMT | Network: ERC20 | Withdrawal fee: 979.0
Symbol: STAR | Network: STAR | Withdrawal fee: 0.0
Symbol: RUX | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: ATH | Network: GLMR | Withdrawal fee: 10.0
Symbol: ATK | Network: MATIC | Withdrawal fee: 0.0
Symbol: RANKER | Network: ERC20 | Withdrawal fee: 1134.0
Symbol: ATP | Network: ATP | Withdrawal fee: 0.2
Symbol: ROUTE | Network: ERC20 | Withdrawal fee: 5.69
Symbol: ROUTE | Network: MATIC | Withdrawal fee: 0.02
Symbol: LOON | Network: ERC20 | Withdrawal fee: 5465.0
Symbol: ATT | Network: KLAY | Withdrawal fee: 0.0
Symbol: LOOM | Network: ERC20 | Withdrawal fee: 100.0
Symbol: NNB | Network: ERC20 | Withdrawal fee: 831560.0
Symbol: WOOF | Network: ERC20 | Withdrawal fee: 9174.0
Symbol: RVN | Network: RVN | Withdrawal fee: 1.0
Symbol: JFI | Network: TRC20 | Withdrawal fee: 0.0
Symbol: WMINIMA | Network: ERC20 | Withdrawal fee: 66.0
Symbol: INSTA | Network: XTZ | Withdrawal fee: 0.0
Symbol: BUIDL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: AUR | Network: ERC20 | Withdrawal fee: 1.8
Symbol: LSVR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BAS1 | Network: NONE | Withdrawal fee: 0.0
Symbol: AVA | Network: BEP2 | Withdrawal fee: 0.5
Symbol: NOM | Network: NOM | Withdrawal fee: 1.0
Symbol: JGN | Network: ERC20 | Withdrawal fee: 100.0
Symbol: CMFI | Network: SOL | Withdrawal fee: 170.0
Symbol: AVG | Network: ERC20 | Withdrawal fee: 91.0
Symbol: NOS | Network: SOL | Withdrawal fee: 80.0
Symbol: MAPS | Network: ERC20 | Withdrawal fee: 58.0
Symbol: MAPS | Network: SOL | Withdrawal fee: 20.0
Symbol: INVI | Network: ERC20 | Withdrawal fee: 5.0
Symbol: WTRTL | Network: FTM | Withdrawal fee: 0.0
Symbol: BBANK | Network: ERC20 | Withdrawal fee: 881.0
Symbol: AVT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: INSUR | Network: ERC20 | Withdrawal fee: 79.0
Symbol: STFI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WAS | Network: ERC20 | Withdrawal fee: 313.0
Symbol: WAR | Network: HECO | Withdrawal fee: 0.0
Symbol: AWC | Network: BEP2 | Withdrawal fee: 0.0
Symbol: MASK | Network: ERC20 | Withdrawal fee: 0.97
Symbol: BASE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: METAFI | Network: ERC20 | Withdrawal fee: 0.4612
Symbol: METAFI | Network: HECO | Withdrawal fee: 0.001
Symbol: PRIME | Network: ERC20 | Withdrawal fee: 2.83
Symbol: NPT | Network: KLAY | Withdrawal fee: 1.0
Symbol: STFX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MASS | Network: MASS | Withdrawal fee: 0.4
Symbol: LBLOCK | Network: ERC20 | Withdrawal fee: 20855.0
Symbol: AWO | Network: ERC20 | Withdrawal fee: 97447.0
Symbol: ICONS | Network: ERC20 | Withdrawal fee: 77.0
Symbol: BART | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MARA | Network: MOVR | Withdrawal fee: 0.0
Symbol: BORING | Network: ERC20 | Withdrawal fee: 1641.0
Symbol: MRST | Network: MATIC | Withdrawal fee: 10.0
Symbol: HYDRA | Network: HYDRA | Withdrawal fee: 0.6
Symbol: WBT | Network: TRC20 | Withdrawal fee: 0.15
Symbol: STEP | Network: SOL | Withdrawal fee: 81.0
Symbol: AXA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WEXPOLY | Network: MATIC | Withdrawal fee: 0.0
Symbol: AXE | Network: AXE | Withdrawal fee: 0.0
Symbol: PIXEL | Network: ERC20 | Withdrawal fee: 12731.0
Symbol: PIXEL | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: WOPT | Network: MATIC | Withdrawal fee: 1.8
Symbol: MART | Network: MATIC | Withdrawal fee: 0.0
Symbol: FAR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MARS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MARX | Network: ERC20 | Withdrawal fee: 166.0
Symbol: AXS | Network: ERC20 | Withdrawal fee: 0.69
Symbol: LOST | Network: AVAX_CCHAIN | Withdrawal fee: 11.0
Symbol: XFTOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: KUBE | Network: ADA | Withdrawal fee: 100.0
Symbol: FBS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FBT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FNCT | Network: ERC20 | Withdrawal fee: 2774.0
Symbol: NEIGHTBIT | Network: NONE | Withdrawal fee: 1.0
Symbol: RUNE | Network: BEP2 | Withdrawal fee: 0.5
Symbol: OLEA | Network: ERC20 | Withdrawal fee: 14.0
Symbol: FBX | Network: ERC20 | Withdrawal fee: 395.0
Symbol: FNCY | Network: FNCY | Withdrawal fee: 10.0
Symbol: GHST | Network: ERC20 | Withdrawal fee: 10.0
Symbol: MATE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SENSO | Network: ERC20 | Withdrawal fee: 28.0
Symbol: MATH | Network: ERC20 | Withdrawal fee: 20.0
Symbol: FCL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WEC | Network: SOL | Withdrawal fee: 230.0
Symbol: BRWL | Network: ERC20 | Withdrawal fee: 50.0
Symbol: SAITAMA | Network: ERC20 | Withdrawal fee: 3000.0
Symbol: NTN | Network: ERC20 | Withdrawal fee: 1.0
Symbol: NTP | Network: ERC20 | Withdrawal fee: 40.0
Symbol: GCOIN | Network: MATIC | Withdrawal fee: 1.0
Symbol: LOVE | Network: ERC20 | Withdrawal fee: 31.0
Symbol: NTX | Network: ERC20 | Withdrawal fee: 113.0
Symbol: FDS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BNPL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LUNCH | Network: ERC20 | Withdrawal fee: 41366.0
Symbol: HAKKA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: OPIUM | Network: ERC20 | Withdrawal fee: 65.0
Symbol: XAUT | Network: ERC20 | Withdrawal fee: 0.001
Symbol: LOTT | Network: ERC20 | Withdrawal fee: 219.0
Symbol: FEB | Network: ERC20 | Withdrawal fee: 2000.0
Symbol: NUM | Network: ERC20 | Withdrawal fee: 203.0
Symbol: BTRST | Network: ERC20 | Withdrawal fee: 4.04
Symbol: FEG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FEI | Network: ERC20 | Withdrawal fee: 11.0
Symbol: FEI | Network: HECO | Withdrawal fee: 4.0
Symbol: FEN | Network: ERC20 | Withdrawal fee: 8875701.0
Symbol: NUX | Network: ERC20 | Withdrawal fee: 971.0
Symbol: FER | Network: CRONOS | Withdrawal fee: 3.0
Symbol: SPAY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FET | Network: ERC20 | Withdrawal fee: 50.0
Symbol: FET | Network: FET | Withdrawal fee: 0.2
Symbol: MMOCRO | Network: CRONOS | Withdrawal fee: 0.0
Symbol: SQUAWKV2 | Network: ERC20 | Withdrawal fee: 5000000.0
Symbol: RADIO | Network: MATIC | Withdrawal fee: 0.0
Symbol: XAVA | Network: AVAX_CCHAIN | Withdrawal fee: 1.5
Symbol: NVG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: YUZU | Network: EMERALD | Withdrawal fee: 0.0
Symbol: GAMMA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SQUAWK | Network: ERC20 | Withdrawal fee: 30000000.0
Symbol: CLAIMSWAP | Network: KLAY | Withdrawal fee: 0.0
Symbol: JOYSTICK | Network: ERC20 | Withdrawal fee: 144.0
Symbol: FFF | Network: ERC20 | Withdrawal fee: 100.0
Symbol: SPDR | Network: ERC20 | Withdrawal fee: 25005.0
Symbol: POKT | Network: POKT | Withdrawal fee: 1.0
Symbol: NVT | Network: NULS | Withdrawal fee: 0.1
Symbol: BFC1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: JNS | Network: AVAX_CCHAIN | Withdrawal fee: 2.0
Symbol: FANC | Network: ERC20 | Withdrawal fee: 89.0
Symbol: POLC | Network: ERC20 | Withdrawal fee: 334.0
Symbol: NWC | Network: ERC20 | Withdrawal fee: 63.0
Symbol: NWC | Network: XLM | Withdrawal fee: 0.1
Symbol: MFAM | Network: MOVR | Withdrawal fee: 100.0
Symbol: JOE | Network: AVAX_CCHAIN | Withdrawal fee: 0.3
Symbol: WHT | Network: HECO | Withdrawal fee: 0.0
Symbol: MARS4 | Network: ERC20 | Withdrawal fee: 5404.0
Symbol: STKT | Network: ERC20 | Withdrawal fee: 200.0
Symbol: WIB | Network: ERC20 | Withdrawal fee: 0.0
Symbol: HXTZ | Network: HECO | Withdrawal fee: 0.001
Symbol: JOY | Network: KLAY | Withdrawal fee: 6.0
Symbol: GMT | Network: SOL | Withdrawal fee: 4.4
Symbol: NXD | Network: MATIC | Withdrawal fee: 40.0
Symbol: AKITA | Network: ERC20 | Withdrawal fee: 26197657.0
Symbol: SAK | Network: ERC20 | Withdrawal fee: 200.0
Symbol: WIN | Network: TRC20 | Withdrawal fee: 3700.0
Symbol: SAL | Network: TRC20 | Withdrawal fee: 0.0
Symbol: STETH | Network: ERC20 | Withdrawal fee: 0.00562771
Symbol: SAN | Network: TRC20 | Withdrawal fee: 0.0
Symbol: AXL1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WIT | Network: WIT | Withdrawal fee: 1.0
Symbol: SAT | Network: ERC20 | Withdrawal fee: 541.0
Symbol: DYDX | Network: ERC20 | Withdrawal fee: 9.64
Symbol: PKEX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: K21 | Network: ERC20 | Withdrawal fee: 41.0
